Name,Description,Category,Priority,Due Date,Done,Recurrence
Fix CSS layout on settings page,Resolve responsive design issues,Work,Medium,24/01/2026,Yes,
Client call preparation,Prepare slides and agenda for client meeting,Work,Low,25/01/2026,No,
Pay off credit card balance,Clear full balance before due date,Finance,High,25/01/2026,No,Monthly
Pick up prescription,Collect medication from pharmacy,Shopping,High,25/01/2026,No,
Renew parking permit,Submit renewal before current one expires,General,Medium,25/01/2026,No,
Grocery shop,Stock up on weekly essentials,Shopping,Medium,25/01/2026,Yes,
Reply to emails,Clear inbox and action pending messages,General,High,25/01/2026,Yes,
Follow up on monitor stand,Chase outstanding response on monitor stand,General,Medium,25/01/2026,No,
Declutter wardrobe,Bag up old clothes for charity donation,Personal,Medium,25/01/2026,No,
Yoga session 15 minutes,Follow YouTube yoga for flexibility,Health,High,25/01/2026,No,Monthly
Meditation 5 minutes,Mindfulness session using app,Health,Medium,25/01/2026,Yes,
Reply to emails,Clear inbox and action pending messages,General,Medium,25/01/2026,No,
Call Bob,Catch up with Bob over the phone,Personal,Medium,25/01/2026,No,Daily
Set up CI/CD pipeline,Automate build and deployment process,Work,Medium,25/01/2026,Yes,
Declutter wardrobe,Bag up old clothes for charity donation,Personal,High,25/01/2026,Yes,Weekly
Client call preparation,Prepare slides and agenda for client meeting,Work,Medium,26/01/2026,Yes,
Follow up on coffee beans,Chase outstanding response on coffee beans,General,Low,26/01/2026,No,
Deploy QA build,Push latest build to QA environment,Work,High,26/01/2026,Yes,
Deploy QA build,Push latest build to QA environment,Work,Medium,26/01/2026,No,Weekly
Write unit tests for dashboard,Increase test coverage for dashboard,Work,Medium,26/01/2026,No,Daily
Gym workout — back and biceps,Focus session on back and biceps,Health,Low,26/01/2026,No,
Transfer savings,Move surplus to ISA or investment account,Finance,Low,26/01/2026,Yes,
Review credit card statement,Check for any unusual charges,Finance,High,26/01/2026,No,
Update emergency contacts,Add new phone numbers and addresses,Personal,High,26/01/2026,No,
Follow up on protein powder,Chase outstanding response on protein powder,General,Low,26/01/2026,No,
Print ticket,Download and print required ticket,General,Medium,26/01/2026,No,
Organise home office,"Tidy cables, sort desk and restock supplies",Personal,Medium,26/01/2026,No,Weekly
Compare prices for monitor stand,Find best deal before purchasing,Shopping,Low,26/01/2026,Yes,
Return headphones,Send back unwanted headphones within return window,Shopping,Medium,26/01/2026,Yes,
Pay off credit card balance,Clear full balance before due date,Finance,High,27/01/2026,No,
Print insurance certificate,Download and print required insurance certificate,General,Medium,27/01/2026,No,
Print insurance certificate,Download and print required insurance certificate,General,Low,27/01/2026,Yes,Monthly
Set up CI/CD pipeline,Automate build and deployment process,Work,High,27/01/2026,No,
Reply to emails,Clear inbox and action pending messages,General,Medium,27/01/2026,Yes,
Grocery shop,Stock up on weekly essentials,Shopping,Medium,27/01/2026,No,
Weigh in and log progress,Record in health tracking app,Health,Medium,27/01/2026,Yes,
Declutter wardrobe,Bag up old clothes for charity donation,Personal,Low,27/01/2026,No,
Sprint planning meeting,Define user stories and assign tickets,Work,Medium,27/01/2026,Yes,
Transfer savings,Move surplus to ISA or investment account,Finance,Low,27/01/2026,No,
Implement recurring tasks feature,Build and test the new functionality,Work,Medium,27/01/2026,No,
Write in journal,Reflect on the week and set intentions,Personal,Medium,27/01/2026,No,Daily
Write in journal,Reflect on the week and set intentions,Personal,Medium,27/01/2026,Yes,
Set up CI/CD pipeline,Automate build and deployment process,Work,High,27/01/2026,No,Monthly
Check local news,Read area updates and community notices,General,Medium,27/01/2026,Yes,
Morning run 20km,Steady pace training run,Health,Medium,28/01/2026,Yes,
Restock home office supplies,"Paper, pens, sticky notes and snacks",Shopping,Medium,28/01/2026,No,Monthly
Fix CSS layout on profile page,Resolve responsive design issues,Work,Low,28/01/2026,No,
Plan weekend trip,Research destinations and book accommodation,Personal,Medium,28/01/2026,Yes,Weekly
Write technical spec for search,Document architecture and implementation plan,Work,Low,28/01/2026,No,
Pick up prescription,Collect medication from pharmacy,Shopping,Medium,28/01/2026,Yes,Weekly
Compare insurance policies,Annual review of home and car cover,Finance,Medium,28/01/2026,Yes,
Track water intake,Aim for 2.5L throughout the day,Health,Medium,28/01/2026,No,Weekly
Review pull request #20,Code review for the latest changes,Work,Medium,28/01/2026,Yes,
Clean up desktop,Organise files and remove shortcuts,General,High,28/01/2026,No,Monthly
Check investment portfolio,Review ETF performance and rebalance,Finance,Low,28/01/2026,No,Monthly
Morning run 10km,Steady pace training run,Health,Medium,28/01/2026,No,
Pick up prescription,Collect medication from pharmacy,Shopping,High,28/01/2026,No,Daily
Write in journal,Reflect on the week and set intentions,Personal,Medium,28/01/2026,Yes,Weekly
Shop for winter essentials,Buy thermal layers and accessories,Shopping,Low,28/01/2026,No,Monthly
Renew parking permit,Submit renewal before current one expires,General,Medium,29/01/2026,Yes,Monthly
Check local news,Read area updates and community notices,General,Low,29/01/2026,Yes,Weekly
Take vitamins,"D3, B12 and Omega-3 daily supplements",Health,High,29/01/2026,No,
Deep clean living room,Full clean of the living room,Personal,Medium,29/01/2026,No,
Update dependencies,Upgrade outdated packages to latest versions,Work,Low,29/01/2026,No,
Plan birthday celebration for Lena,"Organise venue, guests and cake",Personal,Medium,29/01/2026,Yes,
Compare prices for protein powder,Find best deal before purchasing,Shopping,Low,29/01/2026,No,
Submit tax documents,Upload supporting documents to HMRC,Finance,Medium,29/01/2026,No,
Meal prep for the week,Cook and portion meals for Monday to Friday,Personal,Medium,29/01/2026,No,Weekly
Weigh in and log progress,Record in health tracking app,Health,Low,29/01/2026,Yes,Weekly
Organise home office,"Tidy cables, sort desk and restock supplies",Personal,Medium,29/01/2026,Yes,
Clean up desktop,Organise files and remove shortcuts,General,Medium,29/01/2026,No,Daily
Refactor storage module,Clean up legacy code and improve readability,Work,Low,29/01/2026,No,
Restock protein powder,Running low — order more protein powder,Shopping,High,30/01/2026,No,Daily
File expense report,Collect receipts and submit via portal,Finance,High,30/01/2026,No,Daily
File expense report,Collect receipts and submit via portal,Finance,Medium,30/01/2026,No,
Order keyboard online,Compare prices and place order for keyboard,Shopping,Medium,30/01/2026,Yes,Daily
Gym workout — shoulders,Focus session on shoulders,Health,High,30/01/2026,No,Daily
Update passwords,Rotate credentials for key accounts,General,High,30/01/2026,No,
Review pull request #5,Code review for the latest changes,Work,Medium,30/01/2026,No,
Schedule monthly review,Block calendar time for retrospective,General,Medium,30/01/2026,No,
Book physio appointment,Address recurring shoulder tension,Health,High,30/01/2026,No,
Print ticket,Download and print required ticket,General,Medium,30/01/2026,No,
Renew parking permit,Submit renewal before current one expires,General,Medium,30/01/2026,No,Daily
Pay off credit card balance,Clear full balance before due date,Finance,High,30/01/2026,No,Monthly
Code review session,Review team's open pull requests,Work,Low,31/01/2026,No,
Schedule monthly review,Block calendar time for retrospective,General,Low,31/01/2026,No,
Shop for winter essentials,Buy thermal layers and accessories,Shopping,Medium,31/01/2026,Yes,Monthly
Research pension contributions,Review employer match options,Finance,Medium,31/01/2026,No,Monthly
Reply to emails,Clear inbox and action pending messages,General,High,31/01/2026,Yes,
Shop for winter essentials,Buy thermal layers and accessories,Shopping,High,31/01/2026,No,
Take vitamins,"D3, B12 and Omega-3 daily supplements",Health,Medium,31/01/2026,Yes,
Write in journal,Reflect on the week and set intentions,Personal,Low,31/01/2026,Yes,
Print insurance certificate,Download and print required insurance certificate,General,High,31/01/2026,Yes,
Call the team,Catch up with the team over the phone,Personal,Medium,31/01/2026,No,
Take vitamins,"D3, B12 and Omega-3 daily supplements",Health,Low,31/01/2026,No,Daily
Organise home office,"Tidy cables, sort desk and restock supplies",Personal,Medium,31/01/2026,No,Monthly
Deploy staging build,Push latest build to staging environment,Work,Medium,31/01/2026,Yes,
Update API documentation,Add new endpoints to Swagger docs,Work,Medium,01/02/2026,No,
Blood pressure check,Visit pharmacy for quick reading,Health,Medium,01/02/2026,No,
Call the team,Catch up with the team over the phone,Personal,Medium,01/02/2026,No,
Buy gift for Lena,Find appropriate gift under budget,Shopping,High,01/02/2026,No,Weekly
File expense report,Collect receipts and submit via portal,Finance,High,01/02/2026,No,
Buy protein powder,Purchase protein powder from local store or online,Shopping,Low,01/02/2026,Yes,
Meditation 15 minutes,Mindfulness session using app,Health,Medium,01/02/2026,Yes,
Morning run 8km,Steady pace training run,Health,High,01/02/2026,No,
Renew driving licence,Complete online renewal application,Personal,Low,01/02/2026,No,
Rest day — stretching only,Active recovery with light stretching,Health,High,01/02/2026,No,
Grocery shop,Stock up on weekly essentials,Shopping,Medium,01/02/2026,No,Weekly
Set up standing order,Automate monthly savings transfer,Finance,High,01/02/2026,No,Daily
Gym workout — chest and triceps,Focus session on chest and triceps,Health,Medium,01/02/2026,No,
Write unit tests for auth,Increase test coverage for auth,Work,Medium,02/02/2026,No,Monthly
Plan birthday celebration for Sarah,"Organise venue, guests and cake",Personal,Low,02/02/2026,No,Daily
Set up standing order,Automate monthly savings transfer,Finance,Medium,02/02/2026,No,
Research investing,Read articles and save key notes,Personal,Medium,02/02/2026,No,
Weigh in and log progress,Record in health tracking app,Health,High,02/02/2026,Yes,Monthly
Pay off credit card balance,Clear full balance before due date,Finance,Medium,02/02/2026,Yes,Weekly
Update passwords,Rotate credentials for key accounts,General,Medium,02/02/2026,Yes,Daily
Set up CI/CD pipeline,Automate build and deployment process,Work,Medium,02/02/2026,No,
Pay electricity bill,Monthly payment via online banking,Finance,High,02/02/2026,No,
Research pension contributions,Review employer match options,Finance,Low,02/02/2026,Yes,
Meal prep healthy lunches,Cook proteins and salads for the week,Health,High,02/02/2026,Yes,
Buy keyboard,Purchase keyboard from local store or online,Shopping,High,02/02/2026,No,
Book physio appointment,Address recurring shoulder tension,Health,Medium,02/02/2026,Yes,Weekly
Pay off credit card balance,Clear full balance before due date,Finance,Low,03/02/2026,No,
Deploy production build,Push latest build to production environment,Work,Medium,03/02/2026,Yes,Weekly
Declutter wardrobe,Bag up old clothes for charity donation,Personal,High,03/02/2026,Yes,
Read chapter of Atomic Habits,Continue reading Atomic Habits,Personal,Medium,03/02/2026,Yes,
Pick up prescription,Collect medication from pharmacy,Shopping,Medium,03/02/2026,Yes,Daily
Pick up prescription,Collect medication from pharmacy,Shopping,High,03/02/2026,No,Weekly
Research investing,Read articles and save key notes,Personal,High,03/02/2026,Yes,
Read chapter of Sapiens,Continue reading Sapiens,Personal,Medium,03/02/2026,No,Monthly
Check local news,Read area updates and community notices,General,Low,03/02/2026,Yes,
Call Marco,Catch up with Marco over the phone,Personal,Low,03/02/2026,No,Daily
Shop for winter essentials,Buy thermal layers and accessories,Shopping,Medium,03/02/2026,Yes,Monthly
Grocery shop,Stock up on weekly essentials,Shopping,Low,03/02/2026,Yes,
Print insurance certificate,Download and print required insurance certificate,General,Low,03/02/2026,No,
Compare prices for keyboard,Find best deal before purchasing,Shopping,High,03/02/2026,No,
Transfer savings,Move surplus to ISA or investment account,Finance,Low,03/02/2026,Yes,Weekly
Implement recurring tasks feature,Build and test the new functionality,Work,High,03/02/2026,No,
Research pension contributions,Review employer match options,Finance,High,04/02/2026,Yes,
Hotfix deployment,Push emergency fix to production,Work,Low,04/02/2026,Yes,
Renew parking permit,Submit renewal before current one expires,General,High,04/02/2026,Yes,
Write unit tests for reports,Increase test coverage for reports,Work,High,04/02/2026,Yes,
Buy running shoes,Purchase running shoes from local store or online,Shopping,Medium,04/02/2026,Yes,Daily
